location,bhk,bathrooms,area_sqft,parking,furnishing,metro_distance_km,property_age,floor,total_floors,price
Rohini,3,2,1981,0,Furnished,4.3,4,3,7,12087036
Pitampura,1,4,3166,1,Unfurnished,8.24,5,11,20,15708624
Gurugram,1,4,1739,2,Unfurnished,4.22,14,7,24,15766285
Rohini,2,3,1417,0,Furnished,13.15,19,15,24,6959759
Vasant Kunj,4,4,1952,1,Semi-Furnished,13.29,1,13,13,17540477
Vasant Kunj,5,1,3145,2,Unfurnished,4.79,19,6,25,26393274
Dwarka,1,2,3343,2,Semi-Furnished,4.4,10,15,23,17900548
Laxmi Nagar,1,1,2404,2,Unfurnished,5.83,16,18,32,11572536
Janakpuri,5,2,1149,1,Semi-Furnished,6.02,1,19,32,6275449
Vasant Kunj,3,1,1699,0,Furnished,11.62,19,5,7,15587216
Dwarka,1,1,1117,0,Semi-Furnished,1.92,3,7,25,5993828
Janakpuri,1,3,3460,0,Unfurnished,6.71,1,18,21,17695117
Noida,1,4,2741,0,Furnished,10.7,19,2,4,13738941
Laxmi Nagar,2,1,3938,2,Semi-Furnished,3.66,0,17,20,22386027
Gurugram,1,1,1101,2,Furnished,2.11,9,19,37,12101124
Dwarka,1,3,982,0,Unfurnished,7.06,6,16,24,4954858
Pitampura,3,1,3547,1,Furnished,1.15,17,19,25,19845697
Janakpuri,1,4,3282,2,Unfurnished,7.45,10,5,16,16219818
Gurugram,3,3,1634,0,Semi-Furnished,13.13,10,11,20,13966867
South Extension,5,3,1962,0,Furnished,3.94,12,15,16,20315995
Gurugram,5,3,2832,2,Unfurnished,10.89,0,8,17,24637268
Vasant Kunj,5,2,796,1,Unfurnished,6.28,10,14,16,6935143
Saket,5,4,3495,1,Unfurnished,13.2,6,17,36,16090346
Saket,4,1,1461,2,Unfurnished,10.87,4,11,29,6692203
Karol Bagh,5,2,2505,1,Unfurnished,10.29,13,4,11,11346496
Vasant Kunj,2,1,3422,1,Unfurnished,7.5,6,4,17,30490321
Janakpuri,1,4,1169,2,Semi-Furnished,1.39,7,11,14,6560627
Rohini,4,4,1735,1,Semi-Furnished,13.71,9,16,23,8595739
Saket,4,4,2928,1,Unfurnished,3.54,7,10,14,15331642
Gurugram,1,2,1686,1,Semi-Furnished,14.97,11,16,29,14065685
Gurugram,3,4,3956,0,Semi-Furnished,12.55,14,3,16,34268366
Gurugram,3,4,2133,0,Semi-Furnished,13.83,1,13,29,19041208
Laxmi Nagar,2,1,818,0,Unfurnished,13.72,19,3,10,3390254
Noida,1,4,3502,0,Furnished,6.14,4,16,31,20390991
Dwarka,4,1,1143,2,Semi-Furnished,14.77,0,5,9,6001449
Dwarka,1,3,3996,0,Unfurnished,1.61,18,18,32,19932703
Vasant Kunj,5,4,1669,0,Semi-Furnished,2.12,7,1,19,16563865
Laxmi Nagar,2,1,814,2,Semi-Furnished,2.49,15,18,19,4503523
Karol Bagh,3,2,3034,1,Semi-Furnished,12.94,8,8,16,14959154
Ghaziabad,2,3,3801,2,Furnished,3.13,6,18,37,22403642
Rohini,2,2,731,0,Furnished,6.76,14,14,14,3603007
Saket,5,4,3514,0,Furnished,13.18,11,8,15,18433097
Pitampura,3,2,3745,1,Unfurnished,11.04,12,9,21,17078967
Karol Bagh,1,4,3587,1,Furnished,2.49,15,13,17,20785929
Laxmi Nagar,5,4,2419,0,Semi-Furnished,0.69,12,12,17,13662953
Karol Bagh,5,1,1056,1,Unfurnished,1.08,13,18,21,5766902
Noida,4,1,2519,0,Unfurnished,3.44,7,8,24,13108412
Laxmi Nagar,4,2,2795,1,Furnished,13.28,5,10,13,14827338
Gurugram,3,2,2821,1,Furnished,1.36,14,1,15,29817822
Noida,3,4,2164,0,Unfurnished,11.46,6,5,5,10558849
Karol Bagh,3,2,1552,0,Semi-Furnished,6.75,18,12,30,8041317
South Extension,4,4,3446,1,Unfurnished,10.05,10,9,11,29149450
Janakpuri,1,1,3135,2,Semi-Furnished,8.48,11,18,21,16339943
Pitampura,2,2,827,0,Unfurnished,2.92,5,7,12,4601045
South Extension,1,3,3599,0,Unfurnished,1.86,12,18,24,32615665
South Extension,4,1,3536,1,Furnished,14.76,0,4,6,34647116
Janakpuri,5,4,2295,0,Semi-Furnished,13.27,1,9,15,11344061
Karol Bagh,2,1,3109,2,Semi-Furnished,11.31,7,12,22,15706699
Janakpuri,3,1,1487,2,Unfurnished,10.23,1,18,29,7682857
Laxmi Nagar,1,3,1976,1,Furnished,6.42,0,5,10,11614867
Gurugram,3,4,2355,1,Furnished,1.8,7,2,16,25236247
South Extension,5,2,2793,2,Unfurnished,10.43,15,3,11,23228973
Vasant Kunj,3,3,3681,1,Unfurnished,10.93,9,1,6,30713886
Saket,3,2,1305,0,Furnished,8.5,12,3,17,7570680
Saket,3,4,753,0,Furnished,8.52,7,10,16,4351087
Rohini,4,3,3206,0,Furnished,9.72,19,19,24,16390279
Janakpuri,5,3,1420,1,Furnished,7.81,4,4,5,8053041
Noida,2,1,1022,0,Furnished,2.08,11,1,20,5622167
Rohini,1,1,2367,2,Unfurnished,2.82,5,3,7,11850306
Gurugram,4,1,1952,0,Semi-Furnished,4.23,14,6,17,18067939
Noida,4,4,2924,0,Furnished,11.8,11,3,19,15620643
Gurugram,1,3,516,2,Unfurnished,4.82,6,2,20,4610998
Janakpuri,5,1,715,2,Furnished,5.48,8,9,22,3718554
Rohini,1,3,905,2,Unfurnished,6.83,7,19,31,4418588
Gurugram,5,2,3641,2,Unfurnished,9.6,2,13,25,32744723
Laxmi Nagar,1,1,1396,0,Furnished,10.23,19,17,25,6801263
South Extension,1,1,2945,2,Unfurnished,5.14,13,7,23,26264011
Dwarka,2,2,3431,0,Furnished,4.93,11,15,15,19074269
Gurugram,3,1,3194,0,Semi-Furnished,1.94,2,10,13,33305032
Janakpuri,3,1,2922,2,Furnished,5.02,0,16,31,18016606
Janakpuri,4,2,1990,0,Furnished,4.98,19,10,11,10496517
Karol Bagh,4,3,978,0,Furnished,9.05,18,3,15,5262614
Rohini,3,4,2670,2,Furnished,7.6,3,4,20,15418952
South Extension,1,2,3576,1,Furnished,2.98,5,17,29,39003814
Pitampura,4,3,1651,2,Furnished,13.69,19,17,25,7719492
Laxmi Nagar,2,4,2133,2,Semi-Furnished,0.52,16,18,32,11888122
Noida,1,1,2676,1,Semi-Furnished,11.78,7,7,8,13321874
Vasant Kunj,1,4,1598,2,Semi-Furnished,5.27,12,13,14,15348218
Gurugram,4,4,3704,2,Semi-Furnished,1.41,5,3,10,38148270
Laxmi Nagar,5,3,549,1,Furnished,10.56,19,12,31,2786942
Ghaziabad,5,4,838,0,Semi-Furnished,5.08,17,9,12,3952849
Dwarka,1,2,2620,0,Furnished,8.0,10,13,18,14000133
Noida,2,3,1282,0,Semi-Furnished,8.71,19,17,20,6261213
South Extension,3,1,3374,1,Unfurnished,11.37,2,14,15,29344001
Gurugram,2,1,2592,1,Semi-Furnished,10.36,12,18,30,23241837
Ghaziabad,2,3,3128,1,Unfurnished,6.29,1,8,23,15647593
South Extension,3,1,1111,0,Furnished,6.38,8,17,33,11384361
South Extension,4,2,2081,0,Unfurnished,10.24,3,13,29,18645487
Noida,2,3,3639,2,Unfurnished,14.99,12,8,20,16048386
Saket,1,1,1641,2,Unfurnished,14.35,11,11,29,7228258
Dwarka,5,2,1300,2,Semi-Furnished,10.25,0,10,10,6869969
Noida,3,1,1991,2,Semi-Furnished,12.73,18,16,23,9611300
Pitampura,2,4,1322,1,Furnished,3.89,11,17,18,7763239
Saket,1,1,3770,1,Semi-Furnished,6.85,7,5,19,19906089
Laxmi Nagar,3,1,3581,2,Unfurnished,1.79,2,1,1,18765763
Karol Bagh,4,2,2645,0,Semi-Furnished,10.38,11,13,28,12890596
South Extension,3,3,551,0,Furnished,7.85,15,7,19,5427624
Saket,5,4,3290,2,Unfurnished,2.67,13,13,27,16278601
Saket,4,1,2956,0,Furnished,9.02,12,13,21,16467067
Saket,5,3,661,0,Semi-Furnished,2.15,3,18,37,3368526
Noida,3,4,2639,2,Semi-Furnished,3.24,2,12,26,15017196
South Extension,5,3,3362,2,Furnished,5.22,7,12,29,35213915
Laxmi Nagar,4,1,1002,0,Furnished,5.3,1,14,27,5971204
Ghaziabad,1,3,1123,0,Furnished,7.1,6,15,31,6633258
Rohini,3,3,1598,1,Semi-Furnished,10.22,4,18,33,8106258
Vasant Kunj,3,3,1865,1,Unfurnished,9.32,15,7,18,15071481
Vasant Kunj,1,1,787,2,Semi-Furnished,14.65,14,10,15,6837304
Laxmi Nagar,2,3,3680,1,Furnished,9.6,13,14,21,19280119
Pitampura,1,2,3035,2,Furnished,6.03,3,4,15,17986764
South Extension,5,4,1526,1,Unfurnished,2.56,0,13,15,14330310
Noida,3,3,1032,1,Semi-Furnished,9.49,3,13,25,5519641
Ghaziabad,3,4,3226,2,Furnished,14.18,19,2,19,15846768
Karol Bagh,3,1,3363,0,Unfurnished,9.36,16,3,20,15304955
Noida,5,1,1557,2,Semi-Furnished,12.85,16,6,24,7670358
Saket,3,4,3194,0,Unfurnished,11.21,0,19,37,15673345
South Extension,5,3,2030,0,Unfurnished,11.0,6,1,19,17612810
South Extension,3,4,3808,1,Semi-Furnished,7.23,0,13,16,37098891
South Extension,3,2,3076,0,Furnished,6.97,0,3,13,32992441
Karol Bagh,4,1,1456,0,Semi-Furnished,1.54,2,1,19,8847879
Laxmi Nagar,2,3,2568,0,Furnished,1.62,18,5,18,14437550
Vasant Kunj,5,3,3506,1,Unfurnished,11.81,12,14,32,29108624
Pitampura,2,1,2681,0,Unfurnished,2.85,4,9,15,13946489
Vasant Kunj,4,3,2469,1,Unfurnished,13.96,3,16,20,20781301
Pitampura,2,4,2002,0,Semi-Furnished,14.93,18,3,7,8869257
Pitampura,3,1,2845,0,Unfurnished,14.31,19,4,18,11706206
Laxmi Nagar,4,2,2506,2,Semi-Furnished,2.34,8,13,28,13883606
Dwarka,1,2,777,2,Unfurnished,13.32,4,6,22,3878872
South Extension,3,1,3994,1,Unfurnished,11.87,4,16,19,33733750
Vasant Kunj,5,1,2062,2,Unfurnished,11.8,19,15,32,15861417
Vasant Kunj,5,3,1836,0,Furnished,0.92,9,14,29,20236812
Karol Bagh,1,4,3094,1,Furnished,6.78,1,12,28,18464979
Ghaziabad,5,2,3165,1,Furnished,10.53,17,2,13,16818528
Rohini,2,4,2470,1,Semi-Furnished,1.3,14,10,13,13785003
Pitampura,3,4,1481,2,Furnished,12.33,1,12,16,7851438
Gurugram,4,2,1054,1,Semi-Furnished,1.74,8,12,27,10863792
Dwarka,1,4,3686,1,Unfurnished,10.09,13,9,17,17440230
Karol Bagh,1,3,2397,0,Furnished,8.03,13,3,14,13290466
Janakpuri,1,4,500,0,Semi-Furnished,6.26,6,10,24,2757989
Ghaziabad,3,4,2721,0,Semi-Furnished,3.23,8,17,34,15054999
Rohini,3,1,1663,0,Semi-Furnished,14.74,19,8,18,7483527
Janakpuri,1,2,1972,2,Unfurnished,0.98,18,19,22,9807696
Saket,4,1,711,0,Furnished,8.9,1,9,24,4375366
South Extension,2,3,1719,2,Unfurnished,1.85,18,8,13,15407225
Pitampura,2,3,980,1,Furnished,1.81,3,13,27,5736620
Laxmi Nagar,3,2,1539,1,Semi-Furnished,4.81,17,11,17,7713377
Karol Bagh,5,2,1082,1,Unfurnished,11.7,13,18,22,5181156
Laxmi Nagar,1,2,1453,1,Unfurnished,4.94,14,6,14,6577470
Pitampura,1,1,1857,2,Unfurnished,9.85,2,7,20,8725838
Pitampura,3,1,578,0,Semi-Furnished,7.47,2,15,18,2646119
Janakpuri,2,2,3744,2,Unfurnished,7.24,0,11,24,19527576
Karol Bagh,5,3,589,2,Unfurnished,5.64,12,7,14,2998773
Rohini,3,3,3210,1,Semi-Furnished,1.49,8,14,19,17422199
Rohini,5,3,3454,1,Semi-Furnished,11.45,17,3,11,16898861
Janakpuri,5,3,2731,0,Unfurnished,7.74,11,18,28,12668672
Rohini,2,3,2791,2,Furnished,6.99,13,4,20,14885956
Vasant Kunj,4,4,3814,0,Furnished,1.32,3,11,12,42326133
South Extension,5,1,946,1,Furnished,8.03,0,15,21,9484169
Ghaziabad,2,2,3581,2,Unfurnished,5.48,10,8,15,17577822
Rohini,5,1,3201,2,Unfurnished,13.82,11,1,3,14778327
South Extension,4,3,2890,2,Furnished,4.43,7,19,38,30004714
Janakpuri,2,4,911,2,Unfurnished,12.43,1,5,8,3914052
Rohini,5,1,3682,1,Furnished,14.5,6,17,24,19737306
Vasant Kunj,5,2,675,0,Furnished,10.57,5,12,16,7132276
Dwarka,3,2,1771,0,Furnished,3.47,2,13,29,10217161
Laxmi Nagar,3,2,3535,0,Furnished,5.24,6,16,20,20884862
Saket,1,2,1034,1,Furnished,0.68,13,18,28,6100708
Janakpuri,2,3,1139,0,Semi-Furnished,13.79,13,12,21,5700910
Ghaziabad,4,3,3696,0,Unfurnished,2.38,3,15,25,19126481
Rohini,3,4,3449,2,Semi-Furnished,5.25,19,4,8,17483721
Dwarka,5,4,3540,0,Furnished,14.25,4,19,37,18802979
Noida,4,3,835,0,Furnished,14.73,11,13,26,4217279
Ghaziabad,5,3,720,2,Furnished,10.72,13,18,37,3702237
Saket,5,1,2461,2,Unfurnished,13.78,11,15,30,10712832
Gurugram,4,4,3550,0,Semi-Furnished,3.24,5,4,6,35639320
Rohini,2,4,898,2,Semi-Furnished,7.28,0,10,16,5163760
Dwarka,2,4,3524,0,Furnished,10.96,13,19,37,18442386
Karol Bagh,2,2,2125,0,Furnished,9.71,5,18,31,11363322
Janakpuri,4,3,2932,0,Semi-Furnished,1.49,16,18,27,15725696
Laxmi Nagar,5,1,2471,2,Semi-Furnished,2.07,15,12,31,13320838
Pitampura,4,4,1420,2,Semi-Furnished,5.54,13,2,14,7324018
Janakpuri,4,3,1303,2,Furnished,11.42,10,8,26,7188081
Dwarka,2,1,1349,1,Semi-Furnished,4.5,5,4,22,7644842
Janakpuri,2,1,2756,1,Unfurnished,12.52,4,9,9,12527849
Ghaziabad,2,3,2302,1,Unfurnished,4.8,7,3,10,12094699
Gurugram,2,1,1767,2,Semi-Furnished,7.99,11,5,20,15863172
Noida,1,1,3673,1,Furnished,14.16,0,7,20,20364123
Gurugram,2,3,2964,1,Furnished,14.11,10,4,18,27380944
Rohini,2,3,1970,0,Semi-Furnished,10.25,17,16,30,9490474
Rohini,3,1,1989,2,Semi-Furnished,1.53,10,17,17,10666246
Karol Bagh,3,3,3451,2,Semi-Furnished,4.11,3,19,27,18908921
Laxmi Nagar,2,1,1697,1,Furnished,10.64,6,12,27,9304889
Janakpuri,3,4,2095,0,Furnished,10.87,7,7,17,11369371
Vasant Kunj,2,1,3913,1,Unfurnished,14.98,7,2,16,31967827
Saket,1,4,1158,0,Furnished,8.64,13,10,22,5845534
Noida,5,3,2429,2,Furnished,2.5,12,2,5,13795909
Janakpuri,4,3,2920,1,Semi-Furnished,1.13,4,12,18,16447212
Janakpuri,4,3,3270,1,Unfurnished,2.27,7,6,8,17145357
Pitampura,5,1,2091,1,Unfurnished,9.58,17,13,23,9352866
Karol Bagh,2,1,1789,1,Unfurnished,14.45,11,4,8,8377376
Dwarka,3,1,1655,1,Semi-Furnished,9.17,15,2,18,8052136
Pitampura,4,2,1815,1,Semi-Furnished,0.97,6,15,34,9888827
Laxmi Nagar,5,2,579,2,Semi-Furnished,12.0,16,7,15,2753568
Saket,2,4,2783,2,Semi-Furnished,1.43,12,9,15,15116050
Ghaziabad,1,4,3325,0,Unfurnished,2.63,14,15,23,16795837
Ghaziabad,1,1,2166,1,Semi-Furnished,10.42,14,7,10,11040993
Noida,1,2,2775,1,Semi-Furnished,1.94,4,16,18,15699224
Dwarka,1,4,1225,2,Unfurnished,3.85,13,16,21,6522633
Laxmi Nagar,5,1,1763,1,Furnished,6.41,10,4,9,9784845
Saket,1,4,559,0,Unfurnished,11.67,19,12,26,2243783
Noida,3,2,1545,2,Unfurnished,11.26,15,2,16,6689192
Janakpuri,3,3,1550,0,Unfurnished,1.71,16,11,20,7478316
Gurugram,1,2,2929,0,Semi-Furnished,14.96,6,7,15,25778376
Rohini,4,3,2631,1,Unfurnished,14.06,8,14,21,12412641
Gurugram,5,1,3310,0,Furnished,5.39,4,10,15,34742143
South Extension,2,3,3187,1,Semi-Furnished,12.83,5,10,23,28585219
Vasant Kunj,3,3,789,2,Unfurnished,14.21,8,13,27,6017396
Saket,1,4,3772,0,Semi-Furnished,10.31,19,7,23,17869763
Vasant Kunj,5,1,2907,1,Furnished,8.86,16,3,15,28018833
Gurugram,5,3,3819,1,Unfurnished,8.25,1,10,14,34120281
Vasant Kunj,5,4,738,0,Semi-Furnished,3.14,0,18,32,7773037
Laxmi Nagar,1,4,1816,1,Semi-Furnished,2.95,1,7,15,10373998
Dwarka,4,2,2667,2,Furnished,14.39,11,13,26,13417711
Gurugram,3,4,1327,2,Unfurnished,5.3,18,11,18,11332030
Saket,2,2,2588,0,Furnished,11.39,12,6,19,13159673
Pitampura,4,2,3380,1,Furnished,6.95,17,17,35,18407258
Dwarka,1,4,3724,2,Furnished,9.35,16,12,25,20119205
Karol Bagh,4,3,2741,2,Furnished,8.73,12,4,4,15367248
Ghaziabad,3,2,3154,0,Furnished,13.21,9,2,5,16049219
Saket,5,1,3873,2,Semi-Furnished,1.86,3,2,3,21731382
Vasant Kunj,5,1,1031,0,Semi-Furnished,10.38,11,18,20,9555949
Rohini,4,1,705,1,Furnished,11.88,16,7,16,3120729
Gurugram,2,3,843,0,Furnished,1.74,14,15,25,8489965
Ghaziabad,2,1,698,0,Unfurnished,0.89,15,8,9,3822453
Noida,4,2,3607,2,Furnished,13.96,7,11,12,19412877
South Extension,2,1,2422,1,Unfurnished,5.59,11,1,9,20893457
Ghaziabad,5,4,1574,2,Semi-Furnished,11.02,7,19,25,7830745
South Extension,4,2,1900,0,Unfurnished,13.33,12,19,31,15160221
Dwarka,5,3,2164,1,Semi-Furnished,5.89,3,9,13,12235284
South Extension,1,4,2010,0,Unfurnished,4.74,10,15,17,18032202
South Extension,2,4,3795,2,Semi-Furnished,3.27,4,5,17,37810750
Laxmi Nagar,4,4,2446,2,Semi-Furnished,6.78,15,1,8,12900113
Saket,5,2,3672,1,Furnished,8.18,2,7,10,21433564
Laxmi Nagar,3,2,2175,2,Semi-Furnished,14.01,0,18,31,11121136
Laxmi Nagar,2,1,1973,1,Furnished,4.4,19,2,8,10454175
Saket,4,1,2126,0,Semi-Furnished,3.69,2,9,23,12121739
Saket,3,4,3714,0,Furnished,1.28,11,13,27,21566776
South Extension,1,1,747,2,Unfurnished,11.96,19,18,33,5857352
Laxmi Nagar,3,1,794,2,Unfurnished,6.69,9,12,19,3445044
Karol Bagh,3,3,878,2,Furnished,14.98,12,10,27,4372165
Dwarka,2,3,886,1,Semi-Furnished,11.2,3,8,15,4165994
Ghaziabad,5,4,1046,1,Semi-Furnished,1.5,10,4,18,6099182
Rohini,1,2,2074,1,Semi-Furnished,12.55,15,19,20,9961827
Gurugram,4,2,1934,2,Furnished,1.7,4,18,21,20781660
Vasant Kunj,2,4,903,1,Furnished,4.45,9,18,26,9018990
Ghaziabad,2,4,1896,2,Unfurnished,11.39,7,14,24,9057512
Karol Bagh,4,2,610,2,Unfurnished,11.43,11,2,9,2443531
Vasant Kunj,5,4,2254,2,Semi-Furnished,4.34,8,14,18,22149898
Saket,3,3,3402,2,Furnished,14.12,7,16,16,17866544
South Extension,3,1,2359,2,Unfurnished,9.17,18,2,7,19785319
Dwarka,1,1,2349,0,Unfurnished,12.06,8,8,8,11159902
Gurugram,3,3,2898,2,Furnished,7.03,4,16,22,29804214
South Extension,1,3,2774,2,Furnished,7.86,10,2,2,27903025
Saket,2,2,1024,0,Unfurnished,13.22,18,17,27,4540362
Dwarka,4,2,2407,1,Semi-Furnished,2.62,13,16,30,13174874
Karol Bagh,3,2,1936,1,Furnished,10.43,2,19,28,10677637
Saket,4,1,3441,0,Unfurnished,0.55,4,6,11,18492060
Noida,1,4,1457,1,Furnished,0.56,1,19,24,8920515
South Extension,4,2,3736,1,Furnished,4.71,7,9,14,39226155
Gurugram,2,4,3111,0,Unfurnished,2.2,15,1,1,27378774
Saket,1,4,3939,1,Semi-Furnished,7.79,2,8,11,21463633
Ghaziabad,4,1,1464,0,Furnished,14.21,14,12,24,7343286
Dwarka,2,2,1579,2,Semi-Furnished,4.94,6,6,10,8116787
Noida,2,1,577,2,Furnished,12.52,13,5,15,2727848
Rohini,2,4,2002,0,Furnished,6.33,12,4,10,11227134
Vasant Kunj,5,2,1381,0,Furnished,5.27,15,3,17,13484198
Pitampura,4,2,2076,2,Semi-Furnished,1.27,13,12,18,11337134
Laxmi Nagar,1,1,3123,0,Unfurnished,6.84,12,16,18,15427069
Vasant Kunj,1,4,884,0,Semi-Furnished,4.14,16,13,27,8440553
Laxmi Nagar,4,1,3858,1,Furnished,13.53,4,16,34,20451406
Laxmi Nagar,4,3,1108,1,Unfurnished,1.26,4,14,30,5952210
Laxmi Nagar,4,4,817,2,Furnished,5.15,1,15,25,4411907
Vasant Kunj,2,3,1395,2,Furnished,6.22,1,7,13,15098449
Pitampura,2,3,1217,0,Unfurnished,2.92,1,2,16,6530369
Gurugram,5,3,2525,2,Unfurnished,1.85,14,14,32,23243305
Gurugram,4,2,580,2,Unfurnished,9.37,11,1,12,5208051
Ghaziabad,2,3,3114,2,Semi-Furnished,11.31,4,3,21,16424545
Pitampura,5,2,3528,0,Semi-Furnished,11.33,16,11,19,16803828
Gurugram,4,2,3631,0,Furnished,0.76,4,4,8,40046942
Karol Bagh,5,2,2770,0,Furnished,8.35,18,3,20,14911132
Saket,5,2,1780,2,Semi-Furnished,7.35,0,6,25,9308610
Karol Bagh,3,2,552,1,Unfurnished,14.01,12,7,12,2902051
Laxmi Nagar,1,2,1895,2,Furnished,14.59,4,14,32,10113008
South Extension,3,3,2810,2,Furnished,14.87,17,13,13,24706919
South Extension,4,4,1858,0,Semi-Furnished,9.04,16,14,27,16459909
Vasant Kunj,5,2,3680,1,Semi-Furnished,8.95,6,19,35,34039289
Rohini,3,1,3125,2,Semi-Furnished,14.34,9,10,29,15093187
Gurugram,2,4,1018,1,Unfurnished,14.92,18,10,17,7331161
Ghaziabad,1,1,1790,2,Semi-Furnished,9.49,14,7,21,8954787
Laxmi Nagar,1,4,505,2,Semi-Furnished,4.28,15,2,5,2872062
South Extension,2,1,2878,0,Unfurnished,2.0,1,18,32,27321232
Pitampura,2,3,2897,0,Furnished,5.03,17,11,28,16396508
Laxmi Nagar,3,1,1330,1,Semi-Furnished,1.13,17,5,18,7436654
Laxmi Nagar,4,1,2842,0,Unfurnished,7.8,2,1,3,14097178
Dwarka,2,3,1404,2,Unfurnished,14.46,17,16,27,6078549
Janakpuri,3,4,1934,0,Unfurnished,10.79,18,17,29,8486338
Dwarka,4,1,1395,2,Unfurnished,3.02,3,1,11,7014096
Rohini,2,3,2384,2,Semi-Furnished,14.32,15,15,19,11551942
Janakpuri,5,3,1226,0,Semi-Furnished,2.24,10,6,17,6412169
Ghaziabad,2,1,1313,1,Unfurnished,2.93,17,6,24,6681717
Ghaziabad,4,4,3767,0,Semi-Furnished,4.55,3,4,10,20398413
South Extension,4,2,1411,2,Semi-Furnished,14.32,0,9,13,13105065
Dwarka,1,3,1748,0,Unfurnished,11.71,12,11,23,8168730
Vasant Kunj,5,2,2866,2,Semi-Furnished,1.12,19,10,28,27499563
Janakpuri,2,3,2939,0,Unfurnished,13.84,18,18,20,12965399
Rohini,5,3,3876,2,Semi-Furnished,13.96,12,12,15,18757937
Vasant Kunj,1,2,1116,1,Furnished,12.82,19,2,10,10361439
Karol Bagh,4,4,1070,1,Furnished,3.93,16,13,32,5649331
Laxmi Nagar,3,3,3476,0,Semi-Furnished,0.59,2,14,25,20408290
Karol Bagh,4,2,757,0,Semi-Furnished,5.53,16,6,16,4230701
Dwarka,5,1,1917,1,Furnished,0.98,13,3,11,11493498
Karol Bagh,3,3,533,0,Unfurnished,4.0,17,14,30,2558678
Saket,3,4,2737,1,Semi-Furnished,2.66,7,10,18,14776908
Laxmi Nagar,3,4,3802,1,Furnished,2.13,1,9,17,23502735
Ghaziabad,1,2,3411,1,Furnished,3.92,13,1,13,19805433
Janakpuri,2,2,1953,0,Unfurnished,12.82,8,8,14,9211630
Pitampura,1,3,2103,2,Unfurnished,1.13,3,12,28,11554360
Janakpuri,5,2,1042,2,Semi-Furnished,2.58,19,16,23,5349311
Laxmi Nagar,5,4,1446,1,Unfurnished,5.11,17,14,29,7255608
South Extension,5,1,3248,2,Semi-Furnished,6.59,1,19,23,32346748
Dwarka,4,2,2506,1,Unfurnished,6.51,12,14,14,11683083
Laxmi Nagar,5,3,1802,1,Semi-Furnished,1.72,7,2,15,9965677
Dwarka,5,3,509,2,Unfurnished,8.68,11,10,11,1951482
Saket,4,4,3407,1,Furnished,1.11,2,15,15,21085571
Ghaziabad,1,1,3584,1,Semi-Furnished,11.84,17,9,14,16631743
Ghaziabad,2,2,2673,0,Unfurnished,12.51,17,7,17,12042775
Janakpuri,3,2,2763,1,Furnished,8.72,19,15,17,14644245
Pitampura,3,2,839,0,Unfurnished,14.32,19,5,19,3233400
South Extension,5,3,2128,2,Furnished,1.52,7,19,27,22881728
Laxmi Nagar,5,2,2281,0,Semi-Furnished,13.63,3,5,11,11567988
Karol Bagh,5,4,3524,0,Semi-Furnished,7.65,11,3,22,18180946
Gurugram,2,2,3818,2,Furnished,2.18,18,2,14,38248947
Janakpuri,3,1,2246,1,Furnished,13.0,11,11,21,11700274
Dwarka,5,3,3141,1,Semi-Furnished,4.86,7,6,24,17436959
Vasant Kunj,5,1,2760,2,Semi-Furnished,7.09,1,11,23,26724362
Ghaziabad,2,3,713,2,Semi-Furnished,6.73,13,10,27,3371206
Laxmi Nagar,3,2,2985,2,Unfurnished,13.63,15,2,6,13325052
Laxmi Nagar,4,4,832,1,Semi-Furnished,12.96,2,9,18,3798490
Pitampura,5,1,2208,0,Unfurnished,1.24,16,15,19,10767308
Vasant Kunj,3,2,2795,1,Unfurnished,4.01,13,19,34,24854247
Saket,4,3,1210,2,Furnished,11.36,14,19,37,5826913
Noida,3,3,2151,1,Semi-Furnished,3.99,6,10,21,12183155
Dwarka,3,4,2149,2,Furnished,8.95,19,8,12,11424354
Gurugram,2,2,1081,2,Furnished,9.95,11,12,28,10879336
Gurugram,3,1,1215,0,Unfurnished,5.25,9,19,29,10787869
Saket,5,4,802,0,Furnished,2.7,9,7,8,4685741
Ghaziabad,5,1,762,0,Unfurnished,3.89,5,8,27,3710121
Ghaziabad,1,4,1899,0,Unfurnished,4.19,5,19,30,9769763
South Extension,5,3,1713,1,Unfurnished,13.05,8,11,24,14354765
Saket,2,3,3856,1,Furnished,5.63,9,5,8,21988786
South Extension,5,2,1329,1,Unfurnished,2.56,14,11,29,12205662
Janakpuri,3,3,1507,1,Semi-Furnished,4.53,16,18,36,7616883
Dwarka,5,3,3123,2,Unfurnished,2.59,13,11,12,15883227
Pitampura,1,1,1353,2,Furnished,6.84,14,12,25,7363428
Laxmi Nagar,3,4,3090,0,Semi-Furnished,14.83,19,8,19,14402564
Noida,3,1,1122,2,Unfurnished,3.62,6,17,28,5810608
Laxmi Nagar,2,2,1520,2,Unfurnished,4.54,2,19,33,8200666
Janakpuri,1,3,2962,0,Furnished,14.78,8,16,21,15728268
Noida,3,1,2176,2,Unfurnished,2.27,8,14,27,11706441
Rohini,5,3,3986,2,Unfurnished,9.94,1,13,23,19664655
Gurugram,1,1,3760,2,Unfurnished,0.99,6,1,9,35893942
Gurugram,2,4,1991,1,Furnished,2.62,7,18,32,21753387
Vasant Kunj,2,3,1393,1,Semi-Furnished,12.52,5,17,30,13083232
